;Unnamed: 0;Title;Artist;Year;0;has_lyrics;track_id;genre;language;instrumental;lyrics;sadness;joy;fear;disgust;anger;sentiment
1685;1685;T-Shirt;Migos;2017;60;1.0;125424332.0;Hip-Hop;English;0.0;"Mama told me not to sell work (mama)
Seventeen five, same color T-shirt (white)
Mama told me not to sell work (mama)
Seventeen five, same color T-shirt (yeah)

Young nigga poppin' with a pocket full of cottage (ayy)
Woah kemosabe, chopper aimin' at your noggin (ayy)
Had to cop the Audi, then the top, I had to chop it (skrt skrt)
Niggas pocket watchin', so I gotta keep the rocket (grrah)

Neck water faucet, mocking birds mocking (woo)
Act pint, stocking, nats keep thotting (nat)
Wrist on hockey, wrist on rocky (rocky)
Lotta niggas copy, name someone can stop me (no one)
Bitches call me papi, 'sace that's my hobby ('sace)
Scotty on the molly, pocket rocket from O'Reilly
One off in the chamber, ain't no need for me to cock it (uh)
Niggas get to droppin' when that Draco get to poppin' (frrr)
All I want is cottage, roll a cigar full of broccoli (the cookie)
No check, want all cash, nigga, I don't do deposits (uh-uh)
Bitches cross the border, nigga, bitches from the tropics
I'ma get that bag, nigga, ain't no doubt about it (yup)
I'ma feed my family, nigga, ain't no way around it (family)
Ain't gon' never let up nigga, God said show my talent (show it)";0.094747;0.022649;0.004649;0.000597;0.006259;-0.649808
1686;1686;First Day Out;Tee Grizzley;2017;5;1.0;128103191.0;Hip-Hop;English;0.0;"These niggas prayed on my downfall
These niggas prayed on my downfall
On all ten, bitch I stood tall
Show these disloyal niggas how to ball


Go get a thermometer for the pot, I need this shit cooked right
Lets keep this water 400 degrees Fahrenheit
You ever been inside a federal court room?
Nigga you ever went to trial and fought for your life?
Being broke did something to my spirit
Asked niggas to plug me, they act like they couldn't hear me
Look at me now, driving German engineering
You don't want your baby mama fucked, keep the ho from near me
Kilroy, remember I used to use your L's to hit the road
Hit the O and make them big boy sales?
Moo, remember when you had them green things mailed
With vacuum seals trying not to have them green things smelled?
Feds was on me, what you know about related through money
I don't know nothing, I just used to see 'em walk to the Coney
I fuck with bitches my body count go from Pershing to Cody
Any further questions, you can take that up with the lawyer
My nigga Fenkell, J Money, Brightmo Lo, Project Joe
Will tell you everyday before school I sold a half bow
How you think I won best dressed with no support?
And had them paid lawyers coming in and out of court
Aye Dwan though, aye Theo ain't it a blessing?
We made it out Kentucky after all that happened?
After the pre-trials, after the status
After them impact statements, after the castle
Aye JR nigga, ain't it a blessing?
We made it out of Lansing after all that happened?
After Michigan State, after Hubbard";0.592971;0.174186;0.129768;0.167025;0.509216;-0.820583
1687;1687;The Cure;Lady Gaga;2017;14;1.0;128712217.0;Electronic;English;0.0;"I'll undress you, 'cause you're tired
Cover you as you desire
When you fall asleep inside my arms
May not have the fancy things
But I'll give you everything
You could ever want, it's in my arms

So baby tell me yes
And I will give you everything
So baby tell me yes
And I will be all yours tonight
So baby tell me yes
And I will give you everything
I will be right by your side

If I can't find the cure, I'll
I'll fix you with my love
No matter what you know, I'll
I'll fix you with my love
And if you say you're okay
I'm gonna heal you anyway";0.310444;0.522667;0.098187;0.012888;0.120897;0.440128
1688;1688;Signs;Drake;2017;15;1.0;131278268.0;Hip Hop/Rap;English;0.0;"Yeah, yeah, yeah, yeah, yeah
Yeah

Champagne with breakfast while I'm yawning
You can't drink all day if you don't start in the morning
Lord forgive me, I can't take things slowly (No)
I'm going on them once I get going (No-no)

She tryna take it all off for me
Tryna stay real close to me
I gotta catch myself
I can't play myself
I need to take it easy
Easy, easy, easy
Easy, easy, easy, easy

Like Lisa
You need a
Money and Visa
And you get what you want
Always from me
I can't say ""No"" when you say ""Please""
I can't say ""No""";0.227192;0.5207;0.139549;0.040776;0.165969;-0.937978
1689;1689;Crying In The Club;Camila Cabello;2017;5;1.0;129972589.0;Pop;English;0.0;"You think that you'll die without him
You know that's a lie that you tell yourself
You fear that you lay alone forever now
It ain't true, ain't true, ain't true, no

So put your arms around me tonight
Let the music lift you up like you've never been so high
Open up your heart to me
Let the music lift you up like you've never been this free
'Til you feel the sunrise
Let the music warm your body like the heat of a thousand fires
The heat of a thousand fires

Ain't no crying in the club, hey hey
Let the beat carry your tears as they fall, baby
Ain't no crying in the club, hey hey
With a little faith, your tears turn to ecstasy
Ain't no crying in the club (I won't, I won't, I...)
Ain't no crying in the club (I won't, I won't, I...)
Ain't no crying in the club
";0.412257;0.162548;0.27456;0.064175;0.327929;-0.850597
1690;1690;Sign Of The Times;Harry Styles;2017;118;1.0;128565566.0;Pop;English;0.0;"Just stop your crying, it's a sign of the times
Welcome to the final show
Hope you're wearing your best clothes
You can't bribe the door on your way to the sky
You look pretty good down here
But you ain't really good

We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?
We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?

Just stop your crying, it's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying, it'll be alright
They told me that the end is near
We gotta get away from here";0.327018;0.022471;0.149052;0.226627;0.582945;-0.903893
1691;1691;Tunnel Vision;Kodak Black;2017;65;1.0;127954622.0;Hip-Hop;English;0.0;"Gleeee!
Southside

Aye, Lil Metro on that beat

Lil Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me: ""Boy, make a decision!""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me: ""Boy, make a decision!""

Right now I gotta keep a tunnel vision

They sendin' all my homies on a mission
And I ain't tryna miss out on these millions

I jumped up out the Wraith, Kodak bought a Wraith
I get any girl I want, any girl I want
She want me to save the day, but I ain't got a cape
";0.477324;0.3793;0.09959;0.052427;0.111194;-0.860867
1692;1692;Scars To Your Beautiful;Alessia Cara;2017;27;1.0;84255034.0;Pop;English;0.0;"She just wants to be, beautiful
She goes, unnoticed she knows, no limits
She craves, attention she praises, an image
She prays to be, sculpted by the sculptor
Oh, she don't see, the light that's shining
Deeper than the eyes can find it
Maybe we have made her blind
So she tries to cover up her pain, and cut her woes away
Cause covergirls don't cry, after their face is made

But there's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change it's heart
No scars to your beautiful,
we're stars and we're beautiful
Oh-oh, oh-oh-oh,
oh-oh-oh-oh, oh-oh-oh

And you don't have to change a thing
The world could change it's heart
No scars to your beautiful,
we're stars and we're beautiful
";0.37698;0.530536;0.119481;0.018715;0.017288;0.60625
1693;1693;God, Your Mama, And Me;Florida Georgia Line Featuring Backstreet Boys;2017;6;1.0;113590653.0;;English;0.0;"That Sunday morning choir calling, church doors open wide
That hallelujah, shoot right through ya, make you feel alive
That key under the mat, you know right where it's at
It's waiting with the porch light on
Don't bother calling, no need for knocking, just come on home
Come on home, my love is

Never gonna run dry, never gonna come up empty
Now until the day I die, unconditionally
You know I'm always gonna be here for ya
No one's ever gonna love you more than
God, your mama, and me
God, your mama, and me
Unconditionally, God, your mama, and me";0.04749;0.835622;0.015697;0.004438;0.120587;0.732982
1694;1694;Passionfruit;Drake;2017;77;1.0;127472539.0;Hip Hop/Rap;English;0.0;"Hold on, hold on, fuck that
Fuck that shit
Hold on, I got to start this mothafuckin' record over again
Wait a minute, fuck that shit
Still on this mothafuckin' record
I'ma play this mothafucka for y'all
Ayy, y'all get some more drinks goin' on
I'll sound a whole lot better

Listen
Seein' you got ritualistic
Cleansin' my soul of addiction for now
'Cause I'm fallin' apart, yeah

Tension
Between us, just like picket fences
You got issues that I won't mention for now";0.127923;0.077134;0.06355;0.095064;0.847925;-0.99231
1695;1695;Swang;Rae Sremmurd;2017;42;1.0;114121670.0;Hip Hop/Rap;English;0.0;"Um, it's nasty
Uh, it's nasty
Uhmm
Know some young niggas like to swang, uhmm
Know some young niggas like to swang
Know some young niggas like to swang

Know some young niggas like to swang
Know some young niggas like to swang
Big bank take little bank
Everday spillin' up drank
She want the whole crew, shawty brave
When the money talks, what is there to say?
Blow away, watch it blow away
When I die can't take it to the grave
Hop out, drop, top, fuck y'all talkin' I need it right now
Cash in the air, yeah, what goes up gotta come down

Gettin' dough ain't a thing change";0.681555;0.009932;0.16677;0.205103;0.284782;-0.993704
1696;1696;Down;Fifth Harmony Featuring Gucci Mane;2017;9;1.0;133544624.0;Pop;English;0.0;"It's Gucci
Fifth Harmony

I need somebody with some patience
'Cause you know I got a temperament
And yeah, you got a reputation
Nothin' that a little love can't fix
There ain't no kinda situation
Where I wouldn't cross a line for you
FBI interrogation
I would get up there and lie for you

When push come to shove
You show me love
When push come to shove, aye

Long as you're holding me down, down, down
I'm gon' keep lovin' you down, down, down
Long as you're holding me down, down, down
I'm gon' keep lovin' you down, down, down";0.623364;0.298701;0.014815;0.058246;0.100193;-0.498716
1697;1697;Rockabye;Clean Bandit Featuring Sean Paul & Anne-Marie;2017;20;1.0;146196729.0;Pop;English;0.0;"Call it love and devotion
Call it a mom's adoration
Foundation
A special bond of creation, hah
For all the single moms out there
Going through frustration
Clean Bandit, Sean-da-Paul, Anne-Marie
Sing, make them hear

She works the nights, by the water
She's gonna stress, so far away
From her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
(Daily struggle)

She tells him, ""Oh, love, no one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you""
(Stay out there, stay out there)

She tells him, ""Your life ain't gonna be nothing like my life
You're gonna grow and have a good life
I'm gonna do what I've got to do""
(Stay out there, stay out there)

So, Rockabye baby, Rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, Rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Rockabye, no

Rockabye-rocka-rocka-rocka-bye
(Rockabye, yeah oh oh)
Rockabye-rocka-rocka-rocka-bye
";0.159844;0.730183;0.048497;0.00347;0.095591;0.321058
1698;1698;Paris;The Chainsmokers;2017;5;1.0;128091074.0;Electronic;English;0.0;"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the Internet";0.302753;0.21659;0.059111;0.414754;0.256224;-0.35527
1699;1699;Cold;Maroon 5 Featuring Future;2017;10;1.0;139524674.0;Pop;English;0.0;"Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold

Are we taking time or a time out?
I can't take the in between
Asking me for space here in my house
You know how to fuck with me
Acting like we're not together
After everything that we've been through
Sleeping up under the covers
How am I so far away from you?

Distant when we're kissing
Feel so different
Baby tell me how did you get so...

Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold, yeah

Woah yeah
Woah yeah
I don't understand why you're so cold
";0.563838;0.014826;0.372364;0.118619;0.295984;-0.990299
1700;1700;Look At Me!;XXXTENTACION;2017;3;1.0;142343783.0;Hip Hop/Rap;English;0.0;"Yeah, aye
Yeah, aye aye aye
Yeah, yeah
Yeah, aye
Ay, ay aye

I'm like bitch, who is your man's?
Aye
Can't keep my dick in my pants
Aye
My bitch don't love me no more
Aye
She kick me out I'm like vro
Aye
That bitch don't wanna be friends
Aye
I gave her dick, she amen
Aye
She put her tongue on my dick
Aye
Look at my wrist, about 10
Aye";0.061741;0.085165;0.022248;0.499567;0.577717;-0.817377
1701;1701;Deja Vu;Lauren Duski;2017;8;1.0;130251326.0;Country;English;0.0;"You never let me get you away from
All the memories that we made
I got rid of the triggers, burned the pictures

But somehow you find a way
I woke up this morning, not thinking about you
Like I've taught myself to do
But in the still of the silence
I'm reminded of you
And just like that, it all comes back
Déjà vu

Oh here I go again (again)
From the beginning and, oh
I watch us fall too fast (too fast)
I can't escape the Love we made, the fights we had
The slamming doors and broken glass
And just like that, it all comes back to you";0.630491;0.11382;0.32057;0.042459;0.122417;-0.872806
